,session_id,host,logname,user,http_method,activity,activity_file_ext,http_version,status,bytes_of_response,referer,user_agent,suspicious_referer,suspicious_agent,reserved_words,err_status,prec_sign_count,session_request_count,session_request_count_per_second,session_same_count
11,83.149.9.216:1,83.149.9.216,-,-,GET,/presentations/logstash-monitorama-2013/images/kibana-dashboard2.png,png,HTTP/1.1,200.0,394967.0,http://semicomplete.com/presentations/logstash-monitorama-2013/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.77 Safari/537.36",0.0,0.0,0.0,0.0,0.0,23.0,0.3898305084745763,1.0
12,83.149.9.216:1,83.149.9.216,-,-,GET,/presentations/logstash-monitorama-2013/images/apache-icon.gif,gif,HTTP/1.1,200.0,8095.0,http://semicomplete.com/presentations/logstash-monitorama-2013/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.77 Safari/537.36",0.0,0.0,0.0,0.0,0.0,23.0,0.3898305084745763,1.0
13,83.149.9.216:1,83.149.9.216,-,-,GET,/presentations/logstash-monitorama-2013/images/nagios-sms5.png,png,HTTP/1.1,200.0,78075.0,http://semicomplete.com/presentations/logstash-monitorama-2013/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.77 Safari/537.36",0.0,0.0,0.0,0.0,0.0,23.0,0.3898305084745763,1.0
14,83.149.9.216:1,83.149.9.216,-,-,GET,/presentations/logstash-monitorama-2013/images/redis.png,png,HTTP/1.1,200.0,25230.0,http://semicomplete.com/presentations/logstash-monitorama-2013/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.77 Safari/537.36",0.0,0.0,0.0,0.0,0.0,23.0,0.3898305084745763,1.0
15,83.149.9.216:1,83.149.9.216,-,-,GET,/presentations/logstash-monitorama-2013/images/elasticsearch.png,png,HTTP/1.1,200.0,8026.0,http://semicomplete.com/presentations/logstash-monitorama-2013/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.77 Safari/537.36",0.0,0.0,0.0,0.0,0.0,23.0,0.3898305084745763,1.0
16,83.149.9.216:1,83.149.9.216,-,-,GET,/presentations/logstash-monitorama-2013/images/logstashbook.png,png,HTTP/1.1,200.0,54662.0,http://semicomplete.com/presentations/logstash-monitorama-2013/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.77 Safari/537.36",0.0,0.0,0.0,0.0,0.0,23.0,0.3898305084745763,1.0
17,83.149.9.216:1,83.149.9.216,-,-,GET,/presentations/logstash-monitorama-2013/images/github-contributions.png,png,HTTP/1.1,200.0,34245.0,http://semicomplete.com/presentations/logstash-monitorama-2013/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.77 Safari/537.36",0.0,0.0,0.0,0.0,0.0,23.0,0.3898305084745763,1.0
18,83.149.9.216:1,83.149.9.216,-,-,GET,/presentations/logstash-monitorama-2013/css/print/paper.css,css,HTTP/1.1,200.0,4254.0,http://semicomplete.com/presentations/logstash-monitorama-2013/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.77 Safari/537.36",0.0,0.0,0.0,0.0,0.0,23.0,0.3898305084745763,1.0
19,83.149.9.216:1,83.149.9.216,-,-,GET,/presentations/logstash-monitorama-2013/images/1983_delorean_dmc-12-pic-38289.jpeg,jpeg,HTTP/1.1,200.0,220562.0,http://semicomplete.com/presentations/logstash-monitorama-2013/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.77 Safari/537.36",0.0,0.0,0.0,0.0,0.0,23.0,0.3898305084745763,1.0
20,83.149.9.216:1,83.149.9.216,-,-,GET,/presentations/logstash-monitorama-2013/images/simple-inputs-filters-outputs.jpg,jpg,HTTP/1.1,200.0,1168622.0,http://semicomplete.com/presentations/logstash-monitorama-2013/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.77 Safari/537.36",0.0,0.0,0.0,0.0,0.0,23.0,0.3898305084745763,1.0
21,83.149.9.216:1,83.149.9.216,-,-,GET,/presentations/logstash-monitorama-2013/images/tiered-outputs-to-inputs.jpg,jpg,HTTP/1.1,200.0,1079983.0,http://semicomplete.com/presentations/logstash-monitorama-2013/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.77 Safari/537.36",0.0,0.0,0.0,0.0,0.0,23.0,0.3898305084745763,1.0
22,83.149.9.216:1,83.149.9.216,-,-,GET,/favicon.ico,ico,HTTP/1.1,200.0,3638.0,-,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.77 Safari/537.36",0.0,0.0,0.0,0.0,0.0,23.0,0.3898305084745763,1.0
0,24.236.252.67:1,24.236.252.67,-,-,GET,/favicon.ico,ico,HTTP/1.1,200.0,3638.0,-,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:26.0) Gecko/20100101 Firefox/26.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0,93.114.45.13:1,93.114.45.13,-,-,GET,/articles/dynamic-dns-with-dhcp/,-,HTTP/1.1,200.0,18848.0,"http://www.google.ro/url?sa=t&rct=j&q=&esrc=s&source=web&cd=2&ved=0CCwQFjAB&url=http%3A%2F%2Fwww.semicomplete.com%2Farticles%2Fdynamic-dns-with-dhcp%2F&ei=W88AU4n9HOq60QXbv4GwBg&usg=AFQjCNEF1X4Rs52UYQyLiySTQxa97ozM4g&bvm=bv.61535280,d.d2k",Mozilla/5.0 (X11; Linux x86_64; rv:25.0) Gecko/20100101 Firefox/25.0,0.0,0.0,0.0,0.0,0.0,6.0,0.14634146341463414,1.0
1,93.114.45.13:1,93.114.45.13,-,-,GET,/reset.css,css,HTTP/1.1,200.0,1015.0,http://www.semicomplete.com/articles/dynamic-dns-with-dhcp/,Mozilla/5.0 (X11; Linux x86_64; rv:25.0) Gecko/20100101 Firefox/25.0,0.0,0.0,0.0,0.0,0.0,6.0,0.14634146341463414,1.0
2,93.114.45.13:1,93.114.45.13,-,-,GET,/style2.css,css,HTTP/1.1,200.0,4877.0,http://www.semicomplete.com/articles/dynamic-dns-with-dhcp/,Mozilla/5.0 (X11; Linux x86_64; rv:25.0) Gecko/20100101 Firefox/25.0,0.0,0.0,0.0,0.0,0.0,6.0,0.14634146341463414,1.0
3,93.114.45.13:1,93.114.45.13,-,-,GET,/favicon.ico,ico,HTTP/1.1,200.0,3638.0,-,Mozilla/5.0 (X11; Linux x86_64; rv:25.0) Gecko/20100101 Firefox/25.0,0.0,0.0,0.0,0.0,0.0,6.0,0.14634146341463414,1.0
4,93.114.45.13:1,93.114.45.13,-,-,GET,/images/jordan-80.png,png,HTTP/1.1,200.0,6146.0,http://www.semicomplete.com/articles/dynamic-dns-with-dhcp/,Mozilla/5.0 (X11; Linux x86_64; rv:25.0) Gecko/20100101 Firefox/25.0,0.0,0.0,0.0,0.0,0.0,6.0,0.14634146341463414,1.0
5,93.114.45.13:1,93.114.45.13,-,-,GET,/images/web/2009/banner.png,png,HTTP/1.1,200.0,52315.0,http://www.semicomplete.com/style2.css,Mozilla/5.0 (X11; Linux x86_64; rv:25.0) Gecko/20100101 Firefox/25.0,0.0,0.0,0.0,0.0,0.0,6.0,0.14634146341463414,1.0
0,66.249.73.135:1,66.249.73.135,-,-,GET,/blog/tags/ipv6,-,HTTP/1.1,200.0,12251.0,-,"Mozilla/5.0 (iPhone; CPU iPhone OS 6_0 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10A5376e Safari/8536.25 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",0.0,0.0,0.0,0.0,0.0,11.0,0.0030203185063152112,1.0
1,66.249.73.135:1,66.249.73.135,-,-,GET,/blog/tags/munin,-,HTTP/1.1,200.0,9746.0,-,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),0.0,0.0,0.0,0.0,0.0,11.0,0.0030203185063152112,1.0
2,66.249.73.135:1,66.249.73.135,-,-,GET,/blog/tags/firefox?flav=rss20,-,HTTP/1.1,200.0,16021.0,-,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),0.0,0.0,0.0,0.0,0.0,11.0,0.0030203185063152112,1.0
3,66.249.73.135:1,66.249.73.135,-,-,GET,/blog/geekery/eventdb-ideas.html,html,HTTP/1.1,200.0,11418.0,-,"Mozilla/5.0 (iPhone; CPU iPhone OS 6_0 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10A5376e Safari/8536.25 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",0.0,0.0,0.0,0.0,0.0,11.0,0.0030203185063152112,1.0
4,66.249.73.135:1,66.249.73.135,-,-,GET,/blog/geekery/vmware-cpu-performance.html,html,HTTP/1.1,200.0,12908.0,-,"Mozilla/5.0 (iPhone; CPU iPhone OS 6_0 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10A5376e Safari/8536.25 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",0.0,0.0,0.0,0.0,0.0,11.0,0.0030203185063152112,1.0
5,66.249.73.135:1,66.249.73.135,-,-,GET,/blog/web/firefox-scrolling-fix.html,html,HTTP/1.1,200.0,8956.0,-,"Mozilla/5.0 (iPhone; CPU iPhone OS 6_0 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10A5376e Safari/8536.25 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",0.0,0.0,0.0,0.0,0.0,11.0,0.0030203185063152112,1.0
6,66.249.73.135:1,66.249.73.135,-,-,GET,/blog/tags/bdb,-,HTTP/1.1,200.0,23099.0,-,DoCoMo/2.0 N905i(c100;TB;W24H16) (compatible; Googlebot-Mobile/2.1; +http://www.google.com/bot.html),0.0,0.0,0.0,0.0,0.0,11.0,0.0030203185063152112,1.0
7,66.249.73.135:1,66.249.73.135,-,-,GET,/?flav=atom,-,HTTP/1.1,200.0,32352.0,-,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),0.0,0.0,0.0,0.0,0.0,11.0,0.0030203185063152112,1.0
8,66.249.73.135:1,66.249.73.135,-,-,GET,/?flav=rss20,-,HTTP/1.1,200.0,29941.0,-,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),0.0,0.0,0.0,0.0,0.0,11.0,0.0030203185063152112,1.0
9,66.249.73.135:1,66.249.73.135,-,-,GET,/blog/geekery/rhapsody-on-linux.html,html,HTTP/1.1,200.0,9109.0,-,"Mozilla/5.0 (iPhone; CPU iPhone OS 6_0 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10A5376e Safari/8536.25 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",0.0,0.0,0.0,0.0,0.0,11.0,0.0030203185063152112,1.0
10,66.249.73.135:1,66.249.73.135,-,-,GET,/blog/geekery/xdotool-2.20110530.html,html,HTTP/1.1,200.0,11936.0,-,"Mozilla/5.0 (iPhone; CPU iPhone OS 6_0 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10A5376e Safari/8536.25 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",0.0,0.0,0.0,0.0,0.0,11.0,0.0030203185063152112,1.0
0,66.249.73.135:2,66.249.73.135,-,-,GET,/blog/tags/noise,-,HTTP/1.1,200.0,8985.0,-,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),0.0,0.0,0.0,0.0,0.0,4.0,0.2,1.0
1,66.249.73.135:2,66.249.73.135,-,-,GET,/blog/tags/linux,-,HTTP/1.1,200.0,29219.0,-,"Mozilla/5.0 (iPhone; CPU iPhone OS 6_0 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10A5376e Safari/8536.25 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",0.0,0.0,0.0,0.0,0.0,4.0,0.2,1.0
2,66.249.73.135:2,66.249.73.135,-,-,GET,/blog/geekery/sparsa2006.html,html,HTTP/1.1,200.0,25306.0,-,"Mozilla/5.0 (iPhone; CPU iPhone OS 6_0 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10A5376e Safari/8536.25 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",0.0,0.0,0.0,0.0,0.0,4.0,0.2,1.0
3,66.249.73.135:2,66.249.73.135,-,-,GET,/blog/tags/C,-,HTTP/1.1,200.0,37991.0,-,"Mozilla/5.0 (iPhone; CPU iPhone OS 6_0 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10A5376e Safari/8536.25 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",0.0,0.0,0.0,0.0,0.0,4.0,0.2,1.0
0,66.249.73.135:3,66.249.73.135,-,-,GET,/blog/tags/xpathtool,-,HTTP/1.1,200.0,12150.0,-,"Mozilla/5.0 (iPhone; CPU iPhone OS 6_0 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10A5376e Safari/8536.25 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",0.0,0.0,0.0,0.0,0.0,3.0,0.1,1.0
1,66.249.73.135:3,66.249.73.135,-,-,GET,/blog/tags/scale,-,HTTP/1.1,200.0,9746.0,-,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),0.0,0.0,0.0,0.0,0.0,3.0,0.1,1.0
2,66.249.73.135:3,66.249.73.135,-,-,GET,/blog/tags/firefox?flav=rss20,-,HTTP/1.1,200.0,16021.0,-,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),0.0,0.0,0.0,0.0,0.0,3.0,0.1,1.0
0,66.249.73.135:4,66.249.73.135,-,-,GET,/?flav=atom,-,HTTP/1.1,200.0,32352.0,-,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),0.0,0.0,0.0,0.0,0.0,5.0,0.35714285714285715,1.0
1,66.249.73.135:4,66.249.73.135,-,-,GET,/blog/tags/c++?page=2,-,HTTP/1.1,200.0,9088.0,-,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),0.0,0.0,0.0,0.0,0.0,5.0,0.35714285714285715,1.0
2,66.249.73.135:4,66.249.73.135,-,-,GET,/?flav=rss20,-,HTTP/1.1,200.0,29941.0,-,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),0.0,0.0,0.0,0.0,0.0,5.0,0.35714285714285715,1.0
3,66.249.73.135:4,66.249.73.135,-,-,GET,/blog/tags/release,-,HTTP/1.1,200.0,40693.0,-,SAMSUNG-SGH-E250/1.0 Profile/MIDP-2.0 Configuration/CLDC-1.1 UP.Browser/6.2.3.3.c.1.101 (GUI) MMP/2.0 (compatible; Googlebot-Mobile/2.1; +http://www.google.com/bot.html),0.0,0.0,0.0,0.0,0.0,5.0,0.35714285714285715,1.0
4,66.249.73.135:4,66.249.73.135,-,-,GET,/projects/xdotool/,-,HTTP/1.1,200.0,12292.0,-,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),0.0,0.0,0.0,0.0,0.0,5.0,0.35714285714285715,1.0
0,66.249.73.135:5,66.249.73.135,-,-,GET,/,-,HTTP/1.1,200.0,37932.0,-,"Mozilla/5.0 (iPhone; CPU iPhone OS 6_0 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10A5376e Safari/8536.25 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",0.0,0.0,0.0,0.0,0.0,10.0,0.002738225629791895,2.0
1,66.249.73.135:5,66.249.73.135,-,-,GET,/blog/tags/kpc650,-,HTTP/1.1,200.0,10475.0,-,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),0.0,0.0,0.0,0.0,0.0,10.0,0.002738225629791895,1.0
2,66.249.73.135:5,66.249.73.135,-,-,GET,/blog/tags/firefox?flav=rss20,-,HTTP/1.1,200.0,16021.0,-,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),0.0,0.0,0.0,0.0,0.0,10.0,0.002738225629791895,1.0
3,66.249.73.135:5,66.249.73.135,-,-,GET,/,-,HTTP/1.1,200.0,37932.0,-,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),0.0,0.0,0.0,0.0,0.0,10.0,0.002738225629791895,2.0
4,66.249.73.135:5,66.249.73.135,-,-,GET,/projects/xdotool%3E,-,HTTP/1.1,404.0,7861.0,-,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),0.0,0.0,0.0,1.0,1.0,10.0,0.002738225629791895,1.0
5,66.249.73.135:5,66.249.73.135,-,-,GET,/blog/geekery/grok-and-eventdb.html,html,HTTP/1.1,200.0,12456.0,-,"Mozilla/5.0 (iPhone; CPU iPhone OS 6_0 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10A5376e Safari/8536.25 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",0.0,0.0,0.0,0.0,0.0,10.0,0.002738225629791895,1.0
6,66.249.73.135:5,66.249.73.135,-,-,GET,/?flav=rss20,-,HTTP/1.1,200.0,29941.0,-,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),0.0,0.0,0.0,0.0,0.0,10.0,0.002738225629791895,1.0
7,66.249.73.135:5,66.249.73.135,-,-,GET,/blog/geekery/solving-good-or-bad-problems.html,html,HTTP/1.1,200.0,10756.0,-,"Mozilla/5.0 (iPhone; CPU iPhone OS 6_0 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10A5376e Safari/8536.25 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",0.0,0.0,0.0,0.0,0.0,10.0,0.002738225629791895,1.0
8,66.249.73.135:5,66.249.73.135,-,-,GET,/?flav=atom,-,HTTP/1.1,200.0,32352.0,-,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),0.0,0.0,0.0,0.0,0.0,10.0,0.002738225629791895,1.0
9,66.249.73.135:5,66.249.73.135,-,-,GET,/blog/tags/Xlib,-,HTTP/1.1,200.0,25745.0,-,"Mozilla/5.0 (iPhone; CPU iPhone OS 6_0 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10A5376e Safari/8536.25 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",0.0,0.0,0.0,0.0,0.0,10.0,0.002738225629791895,1.0
0,66.249.73.135:6,66.249.73.135,-,-,GET,/blog/tags/assert,-,HTTP/1.1,200.0,9514.0,-,"Mozilla/5.0 (iPhone; CPU iPhone OS 6_0 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10A5376e Safari/8536.25 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",0.0,0.0,0.0,0.0,0.0,6.0,0.15,1.0
1,66.249.73.135:6,66.249.73.135,-,-,GET,/blog/tags/writing,-,HTTP/1.1,200.0,9907.0,-,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),0.0,0.0,0.0,0.0,0.0,6.0,0.15,1.0
2,66.249.73.135:6,66.249.73.135,-,-,GET,/blog/tags/barcampsf,-,HTTP/1.1,200.0,22492.0,-,"Mozilla/5.0 (iPhone; CPU iPhone OS 6_0 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10A5376e Safari/8536.25 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",0.0,0.0,0.0,0.0,0.0,6.0,0.15,1.0
3,66.249.73.135:6,66.249.73.135,-,-,GET,/projects/xdotool/xdotool.xhtml,xhtml,HTTP/1.1,200.0,50112.0,-,DoCoMo/2.0 N905i(c100;TB;W24H16) (compatible; Googlebot-Mobile/2.1; +http://www.google.com/bot.html),0.0,0.0,0.0,0.0,0.0,6.0,0.15,1.0
4,66.249.73.135:6,66.249.73.135,-,-,GET,/blog/tags/gtk,-,HTTP/1.1,200.0,14316.0,-,"Mozilla/5.0 (iPhone; CPU iPhone OS 6_0 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10A5376e Safari/8536.25 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",0.0,0.0,0.0,0.0,0.0,6.0,0.15,1.0
5,66.249.73.135:6,66.249.73.135,-,-,GET,/blog/tags/rants,-,HTTP/1.1,200.0,39692.0,-,"Mozilla/5.0 (iPhone; CPU iPhone OS 6_0 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10A5376e Safari/8536.25 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",0.0,0.0,0.0,0.0,0.0,6.0,0.15,1.0
0,50.16.19.13:1,50.16.19.13,-,-,GET,/blog/tags/puppet?flav=rss20,-,HTTP/1.1,200.0,14872.0,http://www.semicomplete.com/blog/tags/puppet?flav=rss20,Tiny Tiny RSS/1.11 (http://tt-rss.org/),0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0,50.16.19.13:2,50.16.19.13,-,-,GET,/blog/tags/puppet?flav=rss20,-,HTTP/1.1,200.0,14872.0,http://www.semicomplete.com/blog/tags/puppet?flav=rss20,Tiny Tiny RSS/1.11 (http://tt-rss.org/),0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0,50.16.19.13:3,50.16.19.13,-,-,GET,/blog/tags/puppet?flav=rss20,-,HTTP/1.1,200.0,14872.0,http://www.semicomplete.com/blog/tags/puppet?flav=rss20,Tiny Tiny RSS/1.11 (http://tt-rss.org/),0.0,0.0,0.0,0.0,0.0,2.0,0.05,2.0
